index,Year sold,Month sold,Street,Kind,Number of rooms,Floor,Squared meter,Price
6765,2018,2,הגיתית,דירה בבית קומות,3.0,2.0,67.0,1730000
6766,2018,2,קפלנסקי,דירה בבית קומות,3.0,4.0,62.26,1475000
6767,2018,2,שיבת ציון,דירה בבית קומות,3.0,4.0,69.31,1155000
6768,2018,2,טרכטנברג,דירה בבית קומות,3.0,4.0,59.0,1140000
6769,2018,2,הרב סובהי,דירה בבית קומות,3.0,4.0,66.3,1200000
6770,2018,2,ראובן,דירה בבית קומות,5.0,8.0,139.0,2595000
6771,2018,2,גאולים,דירה בבית קומות,3.0,2.0,92.3,1570000
6772,2018,2,"עגנון ש""י",דירה בבית קומות,3.0,2.0,39.0,1210000
6773,2018,2,תל חי,דירה בבית קומות,3.0,4.0,57.76,1310000
6774,2018,2,ז'בוטינסקי,דירה בבית קומות,2.0,2.0,45.1,1190000
6775,2018,2,ז'בוטינסקי,דירה בבית קומות,3.5,1.0,70.62,1435000
6776,2018,2,מעונות ברכה,דירה בבית קומות,4.0,6.0,99.0,1780000
6777,2018,2,עין דור,דירה בבית קומות,5.0,3.0,127.0,2390000
6778,2018,2,"רמב""ם",דירה בבית קומות,3.0,3.0,64.0,1320000
6779,2018,2,בן זאב,דירה בבית קומות,3.0,5.0,58.7,1320000
6780,2018,2,ירושלים,דירה בבית קומות,3.0,1.0,63.2,1300000
6781,2018,2,מעונות ברכה,דירה בבית קומות,4.0,6.0,99.0,1750000
6782,2018,2,דן,דירה בבית קומות,4.0,1.0,86.82,1820000
6783,2018,2,מעונות ברכה,דירה בבית קומות,4.0,5.0,99.0,1749000
6784,2018,2,הצופים,דירה בבית קומות,3.5,6.0,82.15,1845000
6785,2018,2,הרב גורן,דירה בבית קומות,5.0,10.0,121.11,2620000
6786,2018,2,שלונסקי,דירת גן,5.0,0.0,109.9,3500000
6787,2018,2,הרב נריה,דירה בבית קומות,4.0,3.0,81.7,2020000
6788,2018,2,מרגולין,דירה בבית קומות,3.5,2.0,79.6,1415000
6789,2018,2,גלילי ישראל,דירה בבית קומות,5.0,14.0,125.45,3250000
6790,2018,2,רמז,דירה בבית קומות,3.0,3.0,62.0,2250000
6791,2018,2,ברניצקי נתן,דירה בבית קומות,3.0,1.0,96.5,1750000
6792,2018,2,טירת צבי,דירה בבית קומות,3.5,3.0,76.3,1800000
6793,2018,2,הרב גורן,דירה בבית קומות,4.0,2.0,90.32,2060000
6794,2018,2,ירושלים,דירה בבית קומות,3.0,1.0,63.7,1300000
6795,2018,2,דוידזון,דירה בבית קומות,5.0,5.0,96.0,1500000
6796,2018,2,עין דור,דירה בבית קומות,5.0,8.0,132.0,2650000
6797,2018,2,ויצמן,דירה בבית קומות,3.0,0.0,77.8,1700000
6798,2018,2,העסיס,דירה בבית קומות,4.0,5.0,102.1,1700000
6799,2018,2,האחים אוסטשינסקי,דירה בבית קומות,4.0,6.0,110.1,1920000
6800,2018,2,קרית ספר,דירה בבית קומות,3.0,1.0,66.26,1405000
6801,2018,2,הנגיד,דירה בבית קומות,3.0,3.0,65.4,825000
6802,2018,2,קרן קימת,דירה,4.0,3.0,76.0,1440000
6803,2018,2,קדוש השם,דירה בבית קומות,3.0,1.0,75.77,1300000
6804,2018,2,קרון אהרון,דירה בבית קומות,5.0,4.0,129.0,1390000
6805,2018,2,הכינור,דירה בבית קומות,4.0,4.0,90.75,2080000
6806,2018,2,הצפירה,דירה בבית קומות,3.0,4.0,46.2,1300000
6807,2018,2,הכינור,דירה בבית קומות,3.0,4.0,70.32,1750000
6808,2018,2,דוד הראובני,דירה בבית קומות,4.0,3.0,83.7,1790000
6809,2018,2,הרב גורן,דירה בבית קומות,4.0,7.0,95.66,1970000
6810,2018,2,שיבת ציון,דירה בבית קומות,5.0,6.0,135.5,2625000
6811,2018,2,הקוקיה,דירה בבית קומות,3.0,4.0,65.6,1550000
6812,2018,2,עליזה בגין,דירה בבית קומות,5.0,6.0,125.0,2690000
6813,2018,2,חיל האויר,דירה בבית קומות,4.0,12.0,93.8,2300000
6814,2018,2,שוחט מניה,דירה בבית קומות,4.0,3.0,82.12,1370000
6815,2018,1,פינשטיין יונה צבי,דירה בבית קומות,3.0,1.0,69.0,1480000
6816,2018,1,גיבשטיין יהושע,דירה בבית קומות,4.0,5.0,81.46,1675000
6817,2018,1,אלקלעי,דירה בבית קומות,4.0,2.0,76.39,1430000
6818,2018,1,שלונסקי,דירה בבית קומות,5.0,4.0,150.0,3000000
6819,2018,1,חיל החימוש,דירה בבית קומות,4.0,2.0,109.98,1775000
6820,2018,1,"הרשב""א",דירת גג,5.5,11.0,124.0,3150000
6821,2018,1,"הרשב""א",דירה בבית קומות,4.5,9.0,106.0,2220000
6822,2018,1,אלירז שלמה,דירה בבית קומות,4.0,22.0,109.0,2030000
6823,2018,1,אלקבץ,דירה בבית קומות,4.0,5.0,98.15,1950000
6824,2018,1,הירשפלד,דירת גג,5.0,7.0,189.36,2750000
6825,2018,1,פינס,דירה בבית קומות,3.0,3.0,64.54,1310000
6826,2018,1,האיריס,דירה בבית קומות,5.0,4.0,103.2,1845000
6827,2018,1,בית לחם,דירה בבית קומות,4.0,2.0,92.85,807000
6828,2018,1,החלמונית,דירה בבית קומות,3.0,1.0,78.2,1550000
6829,2018,1,החליל,דירה בבית קומות,2.0,0.0,46.22,1455000
6830,2018,1,רוטשילד,דירה בבית קומות,4.0,2.0,97.55,1600000
6831,2018,1,יהודה,דירה בבית קומות,4.0,1.0,100.0,1850000
6832,2018,1,"חב""ד",דירה בבית קומות,3.0,3.0,80.2,1335000
6833,2018,1,פרנק צבי,דירה בבית קומות,3.5,3.0,81.75,1500000
6834,2018,1,השריג,דירה בבית קומות,4.0,3.0,91.7,2000000
6835,2018,1,פופל מרדכי,דירה בבית קומות,4.0,7.0,88.0,1575000
6836,2018,1,ויגודסקי,דירה בבית קומות,5.0,5.0,106.0,1810000
6837,2018,1,מעונות ברכה,דירה בבית קומות,4.0,6.0,93.0,1760000
6838,2018,1,מזרחי משה,דירה בבית קומות,4.0,1.0,94.65,1615000
6839,2018,1,מורשת ישראל,דירה בבית קומות,3.0,5.0,65.4,1625000
6840,2018,1,הנחשול,דירה בבית קומות,3.0,7.0,69.0,650000
6841,2018,1,הצבעוני,דירה בבית קומות,3.0,1.0,64.0,1462000
6842,2018,1,"רמב""ם",דירה בבית קומות,4.0,1.0,117.92,1777000
6843,2018,1,סמילנסקי,דירה בבית קומות,3.0,2.0,83.43,1775000
6844,2018,1,הרב שלינקה יצחק,דירה בבית קומות,5.0,5.0,135.5,2550000
6845,2018,1,קלישר,דירה בבית קומות,3.0,1.0,66.0,1610000
6846,2018,1,אלקלעי,דירה בבית קומות,4.0,2.0,85.23,1530000
6847,2018,1,החליל,דירה בבית קומות,3.0,2.0,69.74,1570000
6848,2018,1,עולי הגרדום,דירה בבית קומות,4.0,2.0,77.71,1900000
6849,2018,1,ברניצקי נתן,דירה בבית קומות,3.0,2.0,60.16,1368000
6850,2018,1,וקסלר משה,דירה בבית קומות,3.0,4.0,62.0,1250000
6851,2018,1,טביב,דירה בבית קומות,4.0,1.0,112.75,1600000
6852,2018,1,יוחנן הסנדלר,דירה בבית קומות,3.0,2.0,67.88,1660000
6853,2018,1,הגדוד העברי,דירה בבית קומות,4.0,2.0,70.0,1400000
6854,2018,1,מעגל השלום,דירה בבית קומות,4.0,12.0,94.0,2400000
6855,2018,1,וולפסון,דירה בבית קומות,3.0,2.0,69.81,1480000
6856,2018,1,מעגל השלום,דירה בבית קומות,3.0,3.0,76.0,1875000
6857,2018,1,אברמוביץ,דירה בבית קומות,3.0,1.0,70.5,252000
6858,2018,1,זדל,דירה בבית קומות,3.0,6.0,86.0,2200000
6859,2018,1,רוטשילד,דירה בבית קומות,2.0,1.0,52.66,1122000
6860,2018,1,בוגלה יונה,דירה בבית קומות,5.0,3.0,104.0,2100000
6861,2018,1,ז'בוטינסקי,דירה בבית קומות,4.5,1.0,83.54,1525000
6862,2018,1,בית לחם,דירה בבית קומות,3.0,2.0,61.85,1400000
6863,2018,1,לוין מיכאל וחנה,דירה בבית קומות,3.5,1.0,83.1,1640000
6864,2018,1,"תרמ""ב",דירה בבית קומות,4.0,0.0,94.2,2170000
6865,2018,1,גלילי ישראל,דירה בבית קומות,5.0,6.0,130.0,3030000
6866,2018,1,פופל מרדכי,דירה בבית קומות,4.0,5.0,88.0,1670000
6867,2018,1,התוף,דירה בבית קומות,2.5,6.0,44.0,1490000
6868,2018,1,בן סרוק,דירה בבית קומות,3.0,8.0,65.4,1700000
6869,2018,1,ויניק,דירה בבית קומות,3.0,1.0,58.46,1300000
6870,2018,1,אוסישקין,דירה בבית קומות,4.0,5.0,96.0,1790000
6871,2018,1,משמר הירדן,דירה בבית קומות,3.0,2.0,64.1,1400000
6872,2018,1,הקישון,דירה בבית קומות,4.0,1.0,92.5,1630000
6873,2018,1,הקישון,דירה בבית קומות,3.5,4.0,84.15,1650000
6874,2018,1,עולי הגרדום,דירה בבית קומות,4.0,5.0,96.0,1780000
6875,2018,1,שוחט מניה,דירה בבית קומות,2.5,1.0,53.18,1240000
6876,2018,1,מעונות ברכה,דירה בבית קומות,4.0,1.0,82.65,1600000
6877,2018,1,שוחט מניה,דירה בבית קומות,3.0,1.0,64.44,1530000
6878,2018,1,חיל הצנחנים,דירה בבית קומות,4.0,2.0,93.0,1520000
6879,2018,1,צלליכין,דירה בבית קומות,4.0,3.0,84.72,1340000
6880,2018,1,שלונסקי,דירה בבית קומות,5.0,0.0,99.04,2900000
6881,2018,1,הרב שלינקה יצחק,דירה בבית קומות,4.0,7.0,104.0,2350000
6882,2018,1,טרומפלדור,דירה בבית קומות,2.5,4.0,54.63,1125000
6883,2018,1,מרגולין,דירה בבית קומות,4.0,6.0,99.43,1850000
6884,2018,1,הברון הירש,דירה בבית קומות,2.0,1.0,48.47,595000
6885,2018,1,טרכטנברג,דירה בבית קומות,4.0,3.0,83.25,1500000
6886,2018,1,בן זאב,דירה בבית קומות,3.0,1.0,61.82,1350000
6887,2018,1,המורן,דירה בבית קומות,3.0,1.0,64.9,1465000
6888,2018,1,ויניק,דירה בבית קומות,3.0,4.0,67.64,1300000
6889,2018,1,הגפן,דירה בבית קומות,4.0,5.0,92.55,2100000
6890,2018,1,האורגן,דירה בבית קומות,5.0,6.0,128.1,2670000
6891,2018,1,רוטשילד,דירה בבית קומות,4.0,4.0,91.5,1650000
6892,2018,1,מעגל השלום,דירה בבית קומות,5.0,11.0,131.0,3700000
6893,2018,1,הגדוד העברי,דירה בבית קומות,3.0,2.0,70.25,1000000
6894,2018,1,עולי הגרדום,דירה בבית קומות,2.0,3.0,67.12,1450000
6895,2018,1,ירושלים,דירה בבית קומות,3.0,4.0,63.2,1300000
6896,2018,1,אבשלום,דירה בבית קומות,4.0,4.0,83.43,1415000
6897,2018,1,האחים אוסטשינסקי,דירה בבית קומות,3.0,0.0,39.61,1090000
6898,2018,1,קידוש השם,דירה בבית קומות,4.0,5.0,93.38,1575000
6899,2018,1,שוחט מניה,דירה בבית קומות,3.0,4.0,63.0,1270000
6900,2018,1,חיל האויר,דירה בבית קומות,4.0,13.0,96.25,2250000
6901,2018,1,קפלנסקי,דירה בבית קומות,3.0,4.0,56.69,1230000
6902,2018,1,המעיין,דירה בבית קומות,4.0,6.0,89.81,1750000
6903,2018,1,ויצברד,דירה בבית קומות,3.5,1.0,80.26,1350000
6904,2018,1,הדגל העברי,דירה בבית קומות,3.0,1.0,68.55,1380000
6905,2018,1,התומר,דירה בבית קומות,2.0,3.0,47.22,1285000
6906,2018,1,בלבן אליעזר,דירה בבית קומות,4.0,5.0,67.0,1550000
6907,2018,1,הרב קוק,דירה בבית קומות,4.0,2.0,73.43,720000
6908,2018,1,ברד אברהם,דירה בבית קומות,3.0,1.0,63.4,1400000
6909,2018,1,החליל,דירה בבית קומות,3.0,0.0,70.16,1900000
6910,2018,1,לוין מיכאל וחנה,דירה בבית קומות,3.5,10.0,79.9,1620000
6911,2018,1,שוחט מניה,דירה בבית קומות,4.0,2.0,82.12,1645000
6912,2018,1,נירים,דירה בבית קומות,4.0,2.0,111.4,2400000
6913,2018,1,התזמורת,דירה בבית קומות,3.0,2.0,69.7,1725000
6914,2018,1,גולומב,דירה בבית קומות,3.0,1.0,55.25,2000000
6915,2018,1,"תרמ""ב",דירה בבית קומות,4.0,13.0,99.3,2180000
6916,2018,1,"צ""ג בנות",דירה בבית קומות,3.0,4.0,62.59,813333
6917,2018,1,שמריהו לוין,דירה בבית קומות,3.0,4.0,69.33,1290000
6918,2018,1,מבצע משה,דירה בבית קומות,4.0,16.0,98.0,2550000
6919,2018,1,פולה בן גוריון,דירה בבית קומות,5.0,4.0,138.54,2980000
6920,2018,1,"אח""י להב",דירה בבית קומות,4.0,2.0,97.73,432000
6921,2018,1,רוטשילד,דירה בבית קומות,3.0,3.0,61.89,1640000
6922,2018,1,הכורמים,דירה בבית קומות,5.0,5.0,104.0,2065000
6923,2018,1,ז'בוטינסקי,דירה בבית קומות,3.0,1.0,97.55,1666000
6924,2018,1,ויניק,דירה בבית קומות,3.5,3.0,85.0,1680000
6925,2018,1,הקוקיה,דירה בבית קומות,5.0,6.0,125.0,2325000
6926,2018,1,הקלרנית,דירה בבית קומות,4.0,7.0,86.06,1845000
6927,2018,1,הרב נריה,דירה בבית קומות,4.0,6.0,101.32,1970000
6928,2018,1,הדגן,דירה בבית קומות,5.0,6.0,128.9,3050000
6929,2018,1,ז'בוטינסקי,דירה,5.0,6.0,153.0,2825000
6930,2018,1,עין דור,דירה בבית קומות,5.0,4.0,128.0,2720000
6931,2018,1,החליל,דירה בבית קומות,3.0,0.0,72.89,1760000
6932,2018,1,עין דור,דירה בבית קומות,4.0,1.0,98.0,2300000
6933,2018,1,פופל מרדכי,דירה בבית קומות,4.5,6.0,103.7,1645000
6934,2018,1,היקב,דירה בבית קומות,4.0,1.0,81.37,1720000
6935,2018,1,עין דור,דירה,5.0,4.0,128.0,2720000
6936,2018,1,עין דור,דירה,4.0,1.0,98.0,2300000
6937,2018,1,אלירז שלמה,דירה,4.0,13.0,109.0,200000
6938,2018,1,רמז,דירה בבית קומות,4.0,1.0,84.65,2116000
6939,2018,1,מעגל השלום,דירה בבית קומות,4.0,9.0,94.0,2330000
6940,2018,1,ברניצקי נתן,דירה בבית קומות,3.5,3.0,68.4,1640000
6941,2018,1,גרינבוים,דירה בבית קומות,2.0,4.0,42.5,1170000
6942,2018,1,פינברג יוסף,דירה בבית קומות,5.0,5.0,123.0,2575000
6943,2018,1,הקוקיה,דירה בבית קומות,4.0,1.0,104.0,2050000
6944,2018,1,טרומפלדור,דירה בבית קומות,2.5,4.0,59.0,1220000
6945,2018,1,מעונות ברכה,דירה בבית קומות,5.0,7.0,132.0,2700000
6946,2018,1,הרצל,דירה בבית קומות,4.0,4.0,88.83,1370000
6947,2018,1,מעגל השלום,דירה בבית קומות,4.0,2.0,89.0,1980000
6948,2018,1,גולדה מאיר,דירה בבית קומות,4.0,6.0,99.4,2300000
6949,2018,1,הצופים,דירה בבית קומות,3.5,6.0,82.15,1850000
6950,2018,1,הנגיד,דירה בבית קומות,4.0,7.0,103.8,1925000
6951,2018,1,"הרשב""א",דירה בבית קומות,5.5,7.0,119.0,2515000
6952,2018,1,הקוקיה,דירה בבית קומות,3.0,2.0,77.0,1700000
6953,2018,1,הסמדר,דירה בבית קומות,4.0,5.0,90.8,1900000
6954,2018,1,יוחנן הסנדלר,דירה בבית קומות,4.0,4.0,79.43,1560000
6955,2018,1,האחים סמילצ'נסקי,דירה בבית קומות,3.0,2.0,60.72,1550000
6956,2018,1,שפינוזה,דירה בבית קומות,3.0,3.0,60.0,1370000
6957,2018,1,הירשפלד,דירה בבית קומות,3.0,1.0,68.0,1320000
6958,2018,1,בשארי סעדיה ויוסף,דירה בבית קומות,5.0,2.0,132.0,2425000
6959,2018,1,רוטנברג,דירה בבית קומות,3.0,4.0,62.64,1270000
6960,2018,1,אסא,דירה בבית קומות,4.0,2.0,80.69,1600000
6961,2018,1,"צ""ג בנות",דירה בבית קומות,3.0,5.0,61.32,1250000
6962,2018,1,נורדאו,דירה בבית קומות,4.5,7.0,97.82,1800000
6963,2018,1,התזמורת,דירה בבית קומות,4.0,1.0,100.33,2120000
6964,2018,1,יעקב,דירה בבית קומות,3.0,3.0,62.5,1350000
6965,2018,1,הכורמים,דירה בבית קומות,5.0,4.0,104.0,2000000
6966,2018,1,ויתקין,דירה בבית קומות,3.0,1.0,68.75,1325000
6967,2018,1,קרל נטר,דירה בבית קומות,3.0,2.0,65.88,1410000
6968,2017,12,הנורית,דירה בבית קומות,4.0,2.0,83.84,1825000
6969,2017,12,בוגלה יונה,דירה בבית קומות,5.0,2.0,120.0,2300000
6970,2017,12,משה בן נחמן,דירה בבית קומות,4.0,1.0,103.31,2215000
6971,2017,12,בלפור,דירה בבית קומות,3.0,4.0,76.0,1450000
6972,2017,12,מבצע קדש,דירה בבית קומות,3.0,3.0,62.33,1515000
6973,2017,12,פרנק צבי,דירה בבית קומות,4.0,3.0,83.18,1400000
6974,2017,12,יהודה לייב,דירה בבית קומות,4.0,5.0,101.95,1630000
6975,2017,12,אהרון הכהן,דירה בבית קומות,5.0,0.0,106.55,2450000
6976,2017,12,ברניצקי נתן,דירה בבית קומות,3.0,6.0,80.45,1337000
6977,2017,12,טופורובסקי,דירה בבית קומות,2.0,2.0,38.0,1100000
6978,2017,12,מבצע קדש,דירה בבית קומות,5.0,4.0,89.13,2175000
6979,2017,12,מעונות ברכה,דירה בבית קומות,4.0,6.0,100.0,1740000
6980,2017,12,הצופים,דירה בבית קומות,4.0,3.0,95.86,1970000
6981,2017,12,רמז,דירה בבית קומות,3.0,1.0,53.15,1280000
6982,2017,12,"ביל""ו",דירה בבית קומות,3.0,3.0,66.88,1270000
6983,2017,12,סולד,דירה בבית קומות,3.0,1.0,65.13,1575000
6984,2017,12,החרצית,דירה בבית קומות,4.0,3.0,91.0,1830000
6985,2017,12,הלפרין,דירה בבית קומות,3.0,2.0,65.2,1135000
6986,2017,12,שרירא שמואל,דירה בבית קומות,3.0,4.0,63.12,1100000
6987,2017,12,ההתיישבות,דירה בבית קומות,4.0,4.0,100.0,2105000
6988,2017,12,התורמוס,דירה בבית קומות,5.0,7.0,133.11,2540000
6989,2017,12,הצופים,דירה בבית קומות,3.0,3.0,66.73,1700000
6990,2017,12,הנגיד,דירה בבית קומות,3.0,6.0,65.4,1600000
6991,2017,12,הרצל,דירה בבית קומות,4.0,1.0,92.08,1610000
6992,2017,12,הירשפלד,דירה בבית קומות,3.0,0.0,80.0,1635000
6993,2017,12,רוטשילד,דירה בבית קומות,2.5,2.0,50.54,1200000
6994,2017,12,צ'לנוב,דירה בבית קומות,4.0,5.0,127.46,1850000
6995,2017,12,יוחנן הסנדלר,דירה בבית קומות,3.5,3.0,67.88,1590000
6996,2017,12,דליה,דירה בבית קומות,3.5,3.0,77.76,1780000
6997,2017,12,האחים סמילצ'נסקי,דירה בבית קומות,4.0,2.0,97.0,2520000
6998,2017,12,וולפסון,דירה בבית קומות,3.0,0.0,66.16,1400000
6999,2017,12,עין דור,דירה בבית קומות,4.0,3.0,98.0,2070000
7000,2017,12,גנוסר,דירה בבית קומות,3.0,2.0,64.5,1530000
7001,2017,12,הסמדר,דירה בבית קומות,3.0,1.0,78.7,1670000
7002,2017,12,יוחנן הסנדלר,דירה בבית קומות,3.5,3.0,76.06,1510000
7003,2017,12,עין דור,דירה בבית קומות,5.0,4.0,113.92,2580000
7004,2017,12,עולי הגרדום,דירה בבית קומות,4.5,4.0,83.49,1520000
7005,2017,12,נחמה,דירה בבית קומות,5.0,3.0,122.7,2280000
7006,2017,12,עין דור,דירה,4.0,3.0,98.0,2070000
7007,2017,12,הרב גורן,דירה בבית קומות,4.0,3.0,93.7,1920000
7008,2017,12,ירושלים,דירה בבית קומות,4.0,2.0,66.73,1430000
7009,2017,12,ברזילי,דירה בבית קומות,4.0,5.0,79.08,1710000
7010,2017,12,ז'בוטינסקי,דירה בבית קומות,2.5,4.0,90.0,1450000
7011,2017,12,הזמורה,דירה בבית קומות,3.0,4.0,80.7,1750000
7012,2017,12,הגיתית,דירה בבית קומות,3.5,5.0,85.0,1840000
7013,2017,12,הרצל,דירה בבית קומות,3.0,1.0,64.92,1300000
7014,2017,12,שמעוני,דירה בבית קומות,2.5,0.0,46.0,2250000
7015,2017,12,קרל נטר,דירה בבית קומות,5.0,5.0,100.0,2000000
7016,2017,12,אבן גבירול,דירה בבית קומות,3.0,1.0,66.14,679000
7017,2017,12,רופין,דירה בבית קומות,4.0,3.0,107.6,1645000
7018,2017,12,"עגנון ש""י",דירה בבית קומות,2.5,4.0,39.0,996000
7019,2017,12,הגלים,דירה בבית קומות,4.5,8.0,96.64,2000000
7020,2017,12,מבצע משה,דירה בבית קומות,3.0,11.0,90.0,1880000
7021,2017,12,שרירא שמואל,דירה בבית קומות,4.0,2.0,86.82,1480000
7022,2017,12,אחד העם,דירה בבית קומות,3.0,2.0,69.3,1200000
7023,2017,12,שרירא שמואל,דירה בבית קומות,3.0,4.0,82.16,1130000
7024,2017,12,הסמדר,דירה בבית קומות,4.5,7.0,100.3,2080000
7025,2017,12,בלפור,דירה בבית קומות,4.0,1.0,89.41,1550000
7026,2017,12,האחים סמילצ'נסקי,דירה בבית קומות,4.0,4.0,111.0,2550000
7027,2017,12,פינשטיין יונה צבי,דירה בבית קומות,3.5,5.0,74.66,1590000
7028,2017,12,אוסישקין,דירה בבית קומות,5.0,2.0,101.71,1880000
7029,2017,12,אחיעזר,דירה בבית קומות,3.0,2.0,72.46,1450000
7030,2017,12,"שז""ר זלמן",דירה בבית קומות,4.0,1.0,83.3,1500000
7031,2017,12,הרברט סמואל,דירה בבית קומות,3.5,2.0,87.2,1780000
7032,2017,12,פינשטיין יונה צבי,דירה בבית קומות,4.0,4.0,83.22,1625000
7033,2017,12,עולי הגרדום,דירה בבית קומות,2.5,1.0,61.82,900000
7034,2017,12,הירשפלד,דירה בבית קומות,3.0,2.0,69.04,1550000
7035,2017,12,עין דור,דירה בבית קומות,5.0,6.0,128.0,2610000
7036,2017,12,צ'לנוב,דירה,4.0,5.0,108.0,1850000
7037,2017,12,אילון,דירה בבית קומות,5.5,1.0,96.7,1800000
7038,2017,12,עין הקורא,דירה בבית קומות,5.0,3.0,104.97,1620000
7039,2017,12,עין דור,דירה,5.0,6.0,128.0,2610000
7040,2017,12,הורוביץ,דירה בבית קומות,4.0,3.0,88.99,1600000
7041,2017,12,גלילי ישראל,דירה בבית קומות,5.0,11.0,122.0,2750000
7042,2017,12,הגדוד העברי,דירה בבית קומות,3.0,1.0,64.61,1330000
7043,2017,12,הורוביץ,דירה בבית קומות,4.0,4.0,85.44,1830000
7044,2017,12,המלחים,דירה בבית קומות,3.0,3.0,71.65,1600000
7045,2017,12,חיל הצנחנים,דירה בבית קומות,4.0,4.0,85.0,1620000
7046,2017,12,אלירז שלמה,דירה בבית קומות,4.0,18.0,109.0,1970000
7047,2017,12,"עגנון ש""י",דירה בבית קומות,3.0,4.0,39.5,1100000
7048,2017,12,ז'בוטינסקי,דירה בבית קומות,4.0,7.0,98.0,2630000
7049,2017,12,אלירז שלמה,דירה,4.0,18.0,109.0,1970000
7050,2017,12,התקוה,דירה בבית קומות,3.0,1.0,72.61,1520000
7051,2017,12,עין דור,דירה בבית קומות,4.0,2.0,98.0,2164000
7052,2017,12,חיל הרגלים,דירה בבית קומות,3.0,3.0,68.09,1420000
7053,2017,12,בן סרוק,דירה בבית קומות,4.0,10.0,97.7,2215000
7054,2017,12,קפלנסקי,דירה בבית קומות,3.0,3.0,97.0,1510000
7055,2017,12,וקסלר משה,דירה בבית קומות,2.5,4.0,55.0,1230000
7056,2017,12,הלל נפתלי,דירה בבית קומות,2.5,3.0,57.52,1185000
7057,2017,12,עין דור,דירה,4.0,2.0,98.0,2100000
7058,2017,12,כצנלסון,דירה בבית קומות,4.0,3.0,84.23,1560000
7059,2017,12,פינשטיין יונה צבי,דירה בבית קומות,4.0,4.0,77.26,1615000
7060,2017,12,אברבנאל,דירה בבית קומות,4.0,2.0,106.28,1650000
7061,2017,12,"יל""ג",דירה בבית קומות,3.0,2.0,69.52,1200000
7062,2017,12,אחד העם,דירה בבית קומות,3.0,3.0,70.53,1400000
7063,2017,12,הסמדר,דירה בבית קומות,5.0,1.0,117.3,2140000
7064,2017,12,הרצל,דירה בבית קומות,2.0,11.0,40.8,1180000
7065,2017,12,ויגודסקי,דירה בבית קומות,5.0,6.0,106.52,2410000
7066,2017,12,אלירז שלמה,דירה בבית קומות,4.0,17.0,109.0,1946000
7067,2017,12,מבצע משה,דירה בבית קומות,3.0,5.0,94.0,1820000
7068,2017,12,הרבי מלובביץ,דירה בבית קומות,3.0,2.0,65.45,1600000
7069,2017,12,"תרמ""ב",דירה בבית קומות,3.5,5.0,78.65,1315000
7070,2017,12,דוידזון,דירה בבית קומות,3.5,2.0,81.0,1310000
7071,2017,12,אלירז שלמה,דירה,4.0,17.0,110.0,1946000
7072,2017,12,משה בן נחמן,דירה בבית קומות,3.0,2.0,88.0,1575000
7073,2017,12,בן אליעזר,דירה בבית קומות,3.0,1.0,72.5,1455000
7074,2017,12,התומר,דירה בבית קומות,4.0,4.0,84.64,1755000
7075,2017,12,הגלים,דירה בבית קומות,4.5,2.0,92.31,1855000
7076,2017,12,שרירא שמואל,דירה בבית קומות,3.0,1.0,63.12,1130000
7077,2017,12,רמז,דירה בבית קומות,4.0,3.0,98.0,1805000
7078,2017,12,התומר,דירה בבית קומות,3.5,3.0,78.28,1450000
7079,2017,12,הרב נריה,דירה בבית קומות,3.0,8.0,72.25,1755000
7080,2017,12,ההתיישבות,דירה בבית קומות,4.0,3.0,112.1,2286000
7081,2017,12,וקסלר משה,דירה בבית קומות,2.5,2.0,61.67,1290000
7082,2017,12,טרכטנברג,דירת גג,3.5,6.0,87.9,1560000
7083,2017,12,הגדוד העברי,דירה בבית קומות,3.0,4.0,68.38,1200000
7084,2017,12,אוסישקין,דירה בבית קומות,4.0,1.0,78.5,1725000
7085,2017,12,השריג,דירה בבית קומות,4.0,3.0,100.0,1900000
7086,2017,12,"רש""י",דירה בבית קומות,4.0,1.0,78.54,1400000
7087,2017,12,ברניצקי נתן,דירה בבית קומות,4.0,5.0,84.18,1580000
7088,2017,12,"הרשב""א",דירה בבית קומות,3.0,4.0,65.4,1700000
7089,2017,12,הרב שלינקה יצחק,דירה בבית קומות,5.0,6.0,135.4,2690000
7090,2017,12,סוקולוב,דירה בבית קומות,3.0,1.0,87.5,1350000
7091,2017,12,הירשפלד,דירה בבית קומות,3.0,2.0,68.0,1315000
7092,2017,12,התוף,דירה בבית קומות,2.5,8.0,44.0,1490000
7093,2017,12,"תרמ""ב",דירה בבית קומות,4.0,6.0,86.15,2370000
7094,2017,12,האבות,דירה בבית קומות,3.0,1.0,63.13,1350000
7095,2017,12,מאפו,דירה בבית קומות,3.0,2.0,66.58,1440000
7096,2017,12,ההתיישבות,דירה בבית קומות,4.0,5.0,116.9,2000000
7097,2017,11,מבצע קדש,דירה בבית קומות,3.0,3.0,62.09,1630000
7098,2017,11,הגדוד העברי,דירה בבית קומות,5.0,4.0,110.14,1840000
7099,2017,11,דרור,דירה,5.0,7.0,120.0,2700000
7100,2017,11,דרור,דירה בבית קומות,5.0,7.0,125.0,3025000
7101,2017,11,מעגל השלום,דירה בבית קומות,4.0,1.0,92.0,2005000
7102,2017,11,"עגנון ש""י",דירה בבית קומות,3.0,3.0,42.0,1150000
7103,2017,11,חיל ההנדסה,דירה בבית קומות,4.0,6.0,85.71,1775000
